,glottocode,name,isocodes,macroarea,latitude,longitude
3297,cube1242,Cubeo,cub,South America,1.32382,-70.1939
3301,cuib1242,Cuiba,cui,South America,6.19829,-69.8197
3303,miah1235,Cuixtla-Xitla Zapotec,zam,North America,16.2197,-96.6647
3304,culi1244,Culina,cul,South America,-8.55268,-70.6648
3306,cuma1240,Cumanagoto,cuo,South America,10.209,-63.018
3307,cume1234,Cumeral,cum,South America,2.83332,-69.5
3308,cunn1236,Cun,cuq,Eurasia,19.2182,108.743
3312,cupe1243,Cupeño,cup,North America,33.3148,-116.515
3316,curr1243,Curripaco,kpc,South America,0.69618,-67.5028
3319,cusc1236,Cusco Quechua,quz,South America,-14.0853,-71.7663
3321,cutc1238,Cutchi-Swahili,ccl,Africa,-3.13905,38.6217
3323,cuvo1236,Cuvok,cuv,Africa,10.6448,14.0006
3324,cuya1240,Cuyamecalco Mixtec,xtu,North America,18.0821,-96.7314
3326,cuyo1237,Cuyonon,cyo,Papunesia,10.3201,119.3
3327,cwib1235,Cwi Bwamu,bwy,Africa,11.4182,-2.95115
3329,cypr1248,Cypriot Arabic,acy,Eurasia,35.1674,33.0943
3332,czec1258,Czech,ces,Eurasia,49.873398,15.10437
3334,czec1253,Czech Sign Language,cse,Eurasia,50.012,14.4774
3336,daai1236,Daai Chin,dao,Eurasia,20.7347,93.7853
3337,daak1235,Da'a Kaili,kzf,Papunesia,-1.21051,119.527
3338,port1286,Daakie,ptv,Papunesia,-16.3083,168.046
3339,daan1235,Daantanai',lni,Papunesia,-6.43363,155.748
3340,daas1238,Daasanach,dsh,Africa,4.58879,35.9888
3342,nucl1683,Daba,dbq,Africa,10.3521,13.6318
3344,daba1260,Dabarre,dbr,Africa,1.2179,43.3304
3346,dabe1239,Dabe,dbe,Papunesia,-2.05082,139.116
3353,dadi1250,Dadibi,mps,Papunesia,-6.65765,144.511
3355,dadi1249,Dadiya,dbd,Africa,9.62705,11.3587
3361,nisi1239,Dafla,dap,Eurasia,27.3708,93.1284
3362,daga1275,Daga,dgz,Papunesia,-9.9747,149.263
3363,daga1272,Dagaari Dioula,dgd,Africa,11.6839,-2.48569
3366,dagb1248,Dagba,dgk,Africa,8.84278,18.4847
3368,dagb1246,Dagbani,dag,Africa,9.64745,-0.43227
3372,dagi1241,Dagik,dec,Africa,10.583,29.9404
3375,dago1245,Dagoman,dgn,Australia,-15.764,132.379
3376,daur1238,Dagur,dta,Eurasia,48.0,124.0
3377,daha1247,Dahalik,dlk,Africa,15.732898,40.081897
3378,daha1245,Dahalo,dal,Africa,-2.1843,40.37
3380,daho1238,Daho-Doo,das,Africa,5.72458,-7.3558
3382,daii1240,Dai,dij,Papunesia,-7.55894,129.687
3384,dair1239,Dair,drb,Africa,12.474,30.6782
3385,daiz1235,Dai Zhuang,zhd,Eurasia,21.83753,107.3622
3389,daka1243,Dakaka,bpa,Papunesia,-16.2696,168.013
3392,dakk1238,Dakka,dkk,Papunesia,-3.33671,119.235
3394,dako1258,Dakota,dak,North America,47.6857,-102.12
3396,dakp1242,Dakpakha,dka,Eurasia,27.3762,91.8245
3407,dalm1243,Dalmatian,dlm,Eurasia,42.7095,18.0238
3408,dalo1238,Daloa Bété,bev,Africa,6.69281,-6.63944
3411,dama1267,Dama (Cameroon),dmm,Africa,8.72207,14.0597
3414,dama1272,Damal,uhn,Papunesia,-4.17345,137.496
3421,damb1246,Dambi,dac,Papunesia,-7.00587,146.474
3424,dame1241,Dameli,dml,Eurasia,35.299,71.6806
3427,damp1237,Dampelas,dms,Papunesia,0.70234,120.219
3429,dann1241,Dan,daf,Africa,7.22812,-8.24535
3430,dana1254,Danaru,dnr,Papunesia,-5.53634,145.457
3431,dana1252,Danau,dnu,Eurasia,20.4957,96.998
3434,dand1238,Dandami Maria,daq,Eurasia,18.7475,81.3598
3437,dang1274,Dangaleat,daa,Africa,12.1517,18.385
3438,dang1260,Dangaura Tharu,thl,Eurasia,27.8834,81.7761
3442,dani1285,Danish,dan,Eurasia,54.8655,9.36284
3443,dani1246,Danish Sign Language,dsl,Eurasia,55.8257,12.3187
3448,dano1240,Dano,aso,Papunesia,-5.92188,145.254
3454,daoo1238,Dao,daz,Papunesia,-3.28643,136.421
3460,daon1243,Daonda,dnd,Papunesia,-3.31443,141.22
3468,dara1250,Darai,dry,Eurasia,27.8623,84.1357
3471,dard1243,Dar Daju Daju,djc,Africa,12.1187,18.7996
3475,darf1239,Dar Fur Daju,daj,Africa,12.2598,25.3127
3476,darg1241,Dargwa,dar,Eurasia,42.4257,47.4388
3477,dari1249,Dari,prs,Eurasia,31.0405,67.3593
3481,dark1243,Darkhat,drh,Eurasia,50.623,99.4449
3482,darl1242,Darlong,dln,Eurasia,23.992,91.3339
3483,darm1243,Darma,drd,Eurasia,29.8629,80.5439
3484,daro1239,Daro-Matu Melanau,dro,Papunesia,2.54435,111.536
3487,dars1235,Dar Sila Daju,dau,Africa,11.9861,22.2013
3491,darw1234,Darwazi,drw,Eurasia,38.3161,70.7643
3495,dass1243,Dass,dot,Africa,9.9325,9.51838
3499,dato1239,Datooga,tcc,Africa,-4.4131,35.2321
3510,dava1245,Davawenyo,daw,Papunesia,7.22613,126.458
3512,daww1239,Dâw,kwa,South America,-0.1177,-67.2934
3515,dawa1242,Dawawa,dww,Papunesia,-10.1692,149.999
3516,dawe1237,Dawera-Daweloor,ddw,Papunesia,-7.76324,130.06
3518,dawr1236,Dawro,dwr,Africa,6.95,37.0
3520,dayy1236,Day,dai,Africa,8.52612,17.5146
3523,dayi1244,Dayi,dax,Australia,-13.1806,136.22
3525,daza1244,Daza,dzd,Africa,10.11845,10.48652
3526,daza1242,Dazaga,dzg,Africa,15.7358,15.8517
3536,decc1239,Deccan,dcc,Eurasia,18.5919,75.717
3540,dedu1240,Dedua,ded,Papunesia,-6.38206,147.627
3543,defa1248,Defaka,afn,Africa,4.58451,7.50186
3545,defi1235,Defi Gbe,gbh,Africa,6.40718,2.68609
3546,degg1238,Deg,mzw,Africa,8.43846,-2.28724
3547,dega1238,Degaru,dgu,Eurasia,25.0461,86.7694
3548,dege1246,Degema,deg,Africa,4.73373,6.80991
3549,dege1247,Degenan,dge,Papunesia,-5.70892,146.572
3551,dege1248,Degexit'an,ing,North America,62.0697,-160.044
3555,dehu1237,Dehu,dhv,Papunesia,-20.8892,167.229
3557,dehw1238,Dehwari,deh,Eurasia,29.5205,66.5977
3562,dekk1240,Dek,dek,Africa,11.0183,14.4833
3566,dela1251,Dela-Oenale,row,Papunesia,-10.8469,122.852
3568,delo1240,Delo,ntr,Africa,7.90997,0.59728
3569,demm1245,Dem,dem,Papunesia,-3.72183,137.632
3570,dema1235,Dema,dmx,Africa,-15.6894,32.7731
3573,demi1242,Demisa,dei,Papunesia,-2.54564,136.694
3576,demt1241,Demta,dmy,Papunesia,-2.38475,140.166
3578,dend1243,Dendi (Benin),ddn,Africa,11.6682,3.49109
3579,dend1242,Dendi (Central African Republic),deq,Africa,4.48146,22.566
3582,deng1250,Dengese,dez,Africa,-3.26337,21.4194
3583,deng1253,Dengka,dnk,Papunesia,-10.7866,122.946
3585,deni1241,Dení,dny,South America,-6.74962,-67.5029
3586,deno1239,Deno,dbb,Africa,10.63147,10.43937
3587,deny1238,Denya,anv,Africa,5.97237,9.39989
3589,deor1238,Deori,der,Eurasia,26.86152,93.70572
3592,dera1245,Dera (Indonesia),kbv,Papunesia,-3.52309,140.947
3593,dera1248,Dera (Nigeria),kna,Africa,10.072,12.0256
3601,desa1247,Desano,des,South America,0.58157,-69.4955
3602,desi1235,Desiya,dso,Eurasia,18.965,82.646
3608,dewo1238,Dewoin,dee,Africa,6.56113,-10.9076
3610,dezf1238,Dezfuli-Shushtari,def,Eurasia,32.374,48.907
3613,dghw1239,Dghwede,dgh,Africa,11.05751,13.77847
3614,dhai1238,Dhaiso,dhs,Africa,-4.81209,38.818
3615,dhal1245,Dhalandji,dhl,Australia,-22.196,114.937
3618,dhan1270,Dhangu,dhg,Australia,-11.9493,135.752
3620,dhan1264,Dhanki,dhn,Eurasia,20.7719,73.7418
3623,dhan1267,Dhanwar (India),dha,Eurasia,23.0613,83.1644
3624,dhan1265,Dhanwar (Nepal),dhw,Eurasia,27.548,85.0074
3625,dhao1237,Dhao,nfa,Papunesia,-10.8098,122.658
3627,dhar1247,Dhargari,dhr,Australia,-24.0601,114.847
3629,dhar1248,Dharumbal,xgm,Australia,-23.307,150.593
3630,dhat1238,Dhatki,mki,Eurasia,26.4156,70.7826
3632,dhim1246,Dhimal,dhi,Eurasia,26.6283,88.3798
3634,dhiv1236,Dhivehi,div,Eurasia,1.928498,73.54433
3635,dhod1238,Dhodia-Kukna,dho,Eurasia,21.0656,73.2743
3636,dhof1235,Dhofari Arabic,adf,Eurasia,17.0796,54.4894
3640,dhun1238,Dhundari,dhd,Eurasia,26.473,76.198
3642,dhur1239,Dhurga,dhu,Australia,-35.412,150.134
3643,dhuw1249,Dhuwal,duj,Australia,-12.7825,136.008
3648,larg1235,Diandongbei-Large Flowery Miao,hmd,Eurasia,27.8682,104.06
3649,diba1242,Dibabawon Manobo,mbd,Papunesia,7.85664,126.018
3652,dibi1240,Dibiyaso,dby,Papunesia,-7.82096,142.779
3653,dibo1247,Dibo,dio,Africa,9.0611,6.3731
3654,dibo1245,Dibole,bvx,Africa,1.07773,17.2305
3657,dica1235,Dicamay Agta,duy,Papunesia,17.8846,121.606
3661,didi1258,Didinga,did,Africa,4.21489,33.6869
3663,dier1241,Dieri,dif,Australia,-28.1667,138.0
3665,digo1243,Digo,dig,Africa,-4.62101,39.1752
3670,diii1241,Dii,dur,Africa,7.77412,13.9884
3672,diji1241,Dijim-Bwilim,cfa,Africa,9.67567,11.5201
3679,dill1242,Dilling,dil,Africa,12.0347,29.6056
3681,dima1252,Dima,jma,Papunesia,-9.70322,149.605
3684,dima1251,Dimasa,dis,Eurasia,25.4198,93.1806
3685,dimb1238,Dimbong,dii,Africa,4.80551,10.9888
3686,dime1235,Dime,dim,Africa,6.20951,36.3329
3688,dimi1244,Dimir,dmc,Papunesia,-4.8296,145.676
3689,diml1238,Dimli,diq,Eurasia,38.6147,39.6388
3693,ding1239,Ding,diz,Africa,-4.44304,19.3881
3697,diod1237,Diodio,ddi,Papunesia,-9.38654,150.168
3700,dira1238,Dirari,dit,Australia,-28.7992,138.078
3701,dira1242,Dirasha,gdl,Africa,5.60452,37.4026
3702,diri1259,Diri,dwa,Africa,11.1701,9.32363
3704,diri1252,Diriku,diu,Africa,-18.1681,20.6678
3705,diri1253,Dirim,dir,Africa,7.83766,11.6321
3706,disa1239,Disa,dsi,Africa,10.3218,19.2156
3709,dita1238,Ditammari,tbz,Africa,10.1614,1.18045
3712,diuw1238,Diuwe,diy,Papunesia,-5.12627,139.455
3713,diux1235,Diuxi-Tilantongo Mixtec,xtd,North America,17.3596,-97.3861
3716,dixo1238,Dixon Reef,dix,Papunesia,-16.3267,167.516
3717,dizi1235,Dizin,mdx,Africa,6.1405,35.5763
3724,djam1256,Djambarrpuyngu,djr,Australia,-12.021,135.59
3726,djan1238,Djangun,djf,Australia,-16.91051,144.93245
3730,djaw1238,Djawi,djw,Australia,-16.4163,123.186
3731,djee1236,Djeebbana,djj,Australia,-12.0133,134.097
3735,djeo1235,Djeoromitxí,jbt,South America,-12.038,-64.6694
3739,djim1235,Djimini Senoufo,dyi,Africa,8.36279,-4.45627
3740,djin1253,Djinang,dji,Australia,-12.462,134.82
3741,djin1252,Djinba,djb,Australia,-12.93,134.967
3742,djin1251,Djingili,jig,Australia,-17.165,133.659
3743,djiw1241,Djiwarli,dze,Australia,-24.10724,116.98858
3751,dobe1238,Dobel,kvo,Papunesia,-6.32531,134.638
3755,dobu1241,Dobu,dob,Papunesia,-9.63239,150.825
3759,doee1238,Doe,doe,Africa,-6.25844,38.4902
3762,doga1238,Doga,dgg,Papunesia,-9.63698,149.841
3765,dogh1241,Doghoro,dgx,Papunesia,-9.13688,148.766
3769,dogo1295,Dogosé,dos,Africa,10.1899,-4.1493
3770,dogo1294,Dogoso,dgs,Africa,10.0489,-4.35805
3771,dogr1250,Dogri,dgo,Eurasia,32.5534,75.7111
3772,dogr1252,Dogrib,dgr,North America,62.3823,-114.193
3774,dogu1235,Dogul Dom Dogon,dbg,Africa,14.5872,-3.56855
3779,doka1242,Doka,dbi,Africa,10.2287,7.96099
3783,doko1243,Doko-Uyanga,uya,Africa,5.39961,8.26925
3785,dolg1241,Dolgan,dlg,Eurasia,71.1083,94.2936
3790,dolp1239,Dolpo,dre,Eurasia,29.1957,83.2927
3791,domm1246,Dom,doa,Papunesia,-6.03737,144.895
3793,doma1260,Domaaki,dmk,Eurasia,36.3258,74.7984
3797,doma1258,Domari,rmt,Eurasia,32.0,35.0
3801,domi1236,Dominican Sign Language,doq,North America,18.8798,-71.1722
3806,domp1238,Dompo,doy,Africa,8.182,-2.295
3808,domu1245,Domu,dof,Papunesia,-10.151,148.45
3809,domu1246,Domung,dev,Papunesia,-5.81856,146.682
3811,dond1249,Dondo,dok,Papunesia,0.80348,120.707
3815,dong1293,Dong,doh,Africa,8.64119,11.9924
3822,dong1290,Dongo,doo,Africa,2.96683,29.9619
3826,dong1294,Dongotono,ddd,Africa,4.43426,33.2429
3828,dong1286,Dongshanba Lalo,yik,Eurasia,25.435,100.178
3829,dong1285,Dongxiang,sce,Eurasia,35.5808,103.558
3832,doon1238,Doondo,dde,Africa,-4.30483,13.5641
3840,weta1242,Dorig,wwo,Papunesia,-14.2916,167.55
3841,dori1246,Dori'o,dor,Papunesia,-9.11536,160.897
3847,doro1266,Doromu-Koki,kqc,Papunesia,-9.56687,147.986
3848,doro1267,Dororo,drr,Papunesia,-8.30556,157.767
3853,dorz1235,Dorze,doz,Africa,6.25237,37.5554
3854,doso1239,Doso,dol,Papunesia,-7.85806,142.656
3863,dout1240,Doutai,tds,Papunesia,-3.24832,138.22
3864,doya1240,Doyayo,dow,Africa,8.68604,13.0768
3869,dren1238,Drents,drt,Eurasia,52.9024,6.51539
3872,drun1238,Drung,duu,Eurasia,28.00792,98.49449
3873,dual1243,Duala,dua,Africa,4.10208,9.61877
3874,duan1242,Duano,dup,Papunesia,1.56829,103.36
3875,duau1237,Duau,dva,Papunesia,-10.187,151.218
3877,dubl1239,Dubli,dub,Eurasia,21.5161,73.218
3878,dubu1240,Dubu,dmu,Papunesia,-3.62591,140.768
3881,dudu1240,Duduela,duk,Papunesia,-5.43119,145.642
3884,dugu1248,Dugun,ndu,Africa,8.38689,13.3966
3886,dugu1249,Duguri,dbm,Africa,10.05,10.21
3888,dugw1239,Dugwor,dme,Africa,10.752,14.2134
3890,duhw1236,Duhwa,kbz,Africa,9.32586,8.77995
3894,duke1237,Duke,nke,Papunesia,-7.97768,157.064
3898,dulb1238,Dulbu,dbo,Africa,10.1911,9.94759
3899,duli1241,Duli-Gewe,duz,Africa,9.11241,13.4232
3902,duma1253,Duma,dma,Africa,-0.91927,13.0046
3906,dumb1241,Dumbea,duf,Papunesia,-22.0947,166.531
3910,dumi1241,Dumi,dus,Eurasia,27.45849,86.75699
3912,dump1242,Dumpas,dmv,Papunesia,5.93483,117.419
3913,dump1243,Dumpu,wtf,Papunesia,-5.82002,145.655
3914,dumu1246,Dumun,dui,Papunesia,-5.55315,146.082
3915,duna1248,Duna,duc,Papunesia,-5.41439,142.475
3917,dung1253,Dungan,dng,Eurasia,42.7292,76.8382
3918,dung1252,Dungmali,raa,Eurasia,26.9813,87.3328
3919,dung1251,Dungra Bhil,duh,Eurasia,22.306,73.187
3920,dung1254,Dungu,dbv,Africa,10.5043,8.19543
3923,whit1267,Duoluo Gelao,giw,Eurasia,23.0196,105.07
3925,dupa1235,Dupaninan Agta,duo,Papunesia,17.3748,122.188
3926,dura1244,Dura,drq,Eurasia,28.173,84.435
3928,brok1249,Dur Brokkat,bro,Eurasia,27.6544,90.648
3929,duri1242,Duri,mvp,Papunesia,-3.37081,119.871
3930,duri1243,Duriankere,dbn,Papunesia,-1.38946,130.925
3933,duru1249,Duruma,dug,Africa,-4.09629,39.322
3934,duru1236,Duruwa,pci,Eurasia,19.0534,82.4881
3935,dusn1237,Dusner,dsn,Papunesia,-2.73859,134.391
3937,dusu1271,Dusun Deyah,dun,Papunesia,-1.95514,115.578
3938,dusu1269,Dusun Malang,duq,Papunesia,-0.85277,115.392
3943,dusu1267,Dusun Witu,duw,Papunesia,-1.57408,114.979
3944,dutc1256,Dutch,nld,Eurasia,52.0,5.0
3945,dutc1253,Dutch Sign Language,dse,Eurasia,52.1251,4.91133
3947,duun1242,Duungooma,dux,Africa,10.9234,-5.85872
3948,duup1238,Duupa,dae,Africa,8.55031,13.4544
3951,duvl1242,Duvle,duv,Papunesia,-3.21832,137.964
3953,duwa1244,Duwai,dbp,Africa,12.803,11.3367
3955,duwe1237,Duwet,gve,Papunesia,-6.45752,146.841
3956,dwan1238,Dwang,nnu,Africa,7.70712,-0.43011
3960,dyaa1242,Dyaabugay,dyy,Australia,-16.596,145.388
3961,dyab1238,Dyaberdyaber,dyb,Australia,-17.18653,122.52306
3962,dyan1251,Dyan,dya,Africa,10.8342,-3.59179
3963,dyan1250,Dyangadi,dyn,Australia,-30.8469,152.602
3966,dyir1250,Dyirbal,dbl,Australia,-17.4516,145.544
3969,dyug1238,Dyugun,dyd,Australia,-17.906,122.408
3970,dyul1238,Dyula,dyu,Africa,10.4536,-4.72007
3971,dzaa1238,Dza,jen,Africa,9.26671,11.3884
3972,dzal1238,Dzalakha,dzl,Eurasia,27.7855,91.374
3975,dzan1238,Dzando,dzn,Africa,2.24195,19.0022
3976,dzao1238,Dzao Min,bpn,Eurasia,24.9754,112.326
3981,dzod1238,Dzodinka,add,Africa,6.89005,10.7633
3982,dzon1239,Dzongkha,dzo,Eurasia,27.410786,89.581604
3989,dzuu1241,Dzùùngoo,dnn,Africa,11.3796,-4.92036
3991,eeee1240,E,eee,Eurasia,24.7262,109.063
3994,east2443,East Ambae,omb,Papunesia,-15.3523,167.89
4000,east2486,East Berawan,zbe,Papunesia,3.96098,114.606
4005,east2472,East Damar,dmr,Papunesia,-7.16991,128.636
4009,east2544,Eastern Abenaki,aaq,North America,45.0112,-68.6617
4011,east2403,Eastern Acipa,acp,Africa,10.7104,6.0105
4016,east2551,Eastern Apurímac Quechua,qve,South America,-14.1754,-72.6686
4019,east2379,Eastern Arrernte,aer,Australia,-23.3583,135.046
4021,east2304,Eastern Balochi,bgp,Eurasia,28.0,62.0
4025,east2555,Eastern Bolivian Guaraní,gui,South America,-21.0909,-61.7179
4026,east2332,Eastern Bru,bru,Eurasia,17.1311,105.671
4028,east2534,Eastern Canadian Inuktitut,ike,North America,62.1735,-75.6139
4030,east2563,Eastern Cham,cjm,Eurasia,11.2853,108.49
4041,east2690,Eastern Egyptian Bedawi Arabic,avl,Africa,29.6742,33.6113
4045,east2288,Eastern Frisian,frs,Eurasia,52.9713,7.73549
4047,east2346,Eastern Gorkha Tamang,tge,Eurasia,28.2213,84.9451
4053,east2558,Eastern Highland Chatino,cly,North America,16.2437,-97.1526
4054,east2556,Eastern Highland Otomi,otm,North America,20.5991,-98.0978
4055,east2363,Eastern Hongshuihe Zhuang,zeh,Eurasia,23.6818,107.184
4056,east2538,Eastern Huasteca Nahuatl,nhe,North America,21.0639,-97.9077
4057,east2372,Eastern Huishui Hmong,hme,Eurasia,25.9942,106.832
4065,east2398,Eastern Karaboro,xrb,Africa,10.4987,-4.52253
4068,east1236,Eastern Katu,ktv,Eurasia,15.8553,107.644
4069,east2342,Eastern Kayah,eky,Eurasia,19.8939,98.3359
4071,east1472,Eastern Keres,kee,North America,35.5216,-106.453
4081,east2696,Eastern Lalu,yit,Eurasia,23.585,101.546
4082,east2330,Eastern Lawa,lwl,Eurasia,19.0136,98.7613
4086,nort2627,Eastern Low German,nds,Eurasia,50.771,6.092
4087,waha1238,Eastern Lowland Kenyah,whk,Papunesia,1.56635,116.655
4091,east2352,Eastern Magar,mgp,Eurasia,27.4135166667,87.06171
4095,east2426,Eastern Maninkakan,emk,Africa,9.33048,-10.5394
4096,east2328,Eastern Mari,mhr,Eurasia,55.8307,48.405
4099,east2357,Eastern Meohang,emg,Eurasia,27.5103,87.1134
4101,east2333,Eastern Mnong,mng,Eurasia,12.3939,108.354
4104,east2340,Eastern Muria,emu,Eurasia,20.1422,80.8893
4110,east2464,Eastern Ngad'a,nea,Papunesia,-8.82745,121.121
4113,east2349,Eastern Nisu,nos,Eurasia,23.9843,102.694
4116,east2542,Eastern Ojibwa,ojg,North America,45.0112,-79.7503
4117,east2652,Eastern Oromo,hae,Africa,8.67428,41.4395
4119,panj1256,Eastern Panjabi,pan,Eurasia,30.0368,75.6702
4120,east2354,Eastern Parbate Kham,kif,Eurasia,28.5259,82.9523
4122,east2485,Eastern Penan,pez,Papunesia,4.5915,114.584
4124,east2545,Eastern Pomo,peb,North America,38.5647,-122.586
4125,sulu1241,Eastern Puroik,suv,Eurasia,27.6589,92.3557
4126,east2370,Eastern Qiandong Miao,hmq,Eurasia,26.4966,109.046
4132,east2347,Eastern Tamang,taj,Eurasia,27.3239,87.0832
4134,east2482,Eastern Tawbuid,bnj,Papunesia,12.8968,121.177
4145,east2371,Eastern Xiangxi Miao,muq,Eurasia,28.7318,109.756
4146,east2390,Eastern Xwla Gbe,gbx,Africa,6.37803,2.54987
4150,east2295,Eastern Yiddish,ydd,Eurasia,51.75,19.42
4151,east2447,East Futuna,fud,Papunesia,-19.535487,170.216578
4160,east2516,East Kewa,kjs,Papunesia,-6.32989,143.931
4167,east2387,East Limba,lma,Africa,9.71107,-11.7496
4169,east2440,East Makian,mky,Papunesia,0.07337,127.423
4170,east2462,East Masela,vme,Papunesia,-8.13455,129.873
4176,east2409,East Nyala,nle,Africa,0.38163,34.6626
4187,huaa1248,East Taa,nmn,Africa,-24.20022,20.79583
4190,east2465,East Tarangan,tre,Papunesia,-6.76213,134.288
4200,east2337,East Yugur,yuy,Eurasia,37.9882,101.762
4201,heib1243,Ebang,hbn,Africa,11.2908,30.5282
4202,ebir1243,Ebira,igb,Africa,8.15516,7.06183
4206,ebri1238,Ebrié,ebr,Africa,5.36868,-4.03188
4208,ebug1241,Ebughu,ebg,Africa,4.82544,8.01304
4215,ecua1243,Ecuadorian Sign Language,ecs,South America,-1.24999,-79.1666
4218,edec1238,Ede Cabe,cbj,Africa,7.78176,2.48128
4219,edei1246,Ede Ica,ica,Africa,8.46128,1.82137
4220,edei1244,Ede Idaca,idd,Africa,7.78428,2.27039
4221,edei1245,Ede Ije,ijj,Africa,7.09729,2.64262
4222,eden1244,Ede Nago,nqg,Africa,6.75763,2.64908
4223,eder1237,Edera Awyu,awy,Papunesia,-7.0038,139.914
4228,edol1239,Edolo,etr,Papunesia,-6.11618,142.65
4230,edop1238,Edopi,dbf,Papunesia,-3.11078,137.387
4231,efai1241,Efai,efa,Africa,4.60447,8.27625
4233,efee1239,Efe,efe,Africa,1.8798,29.2918
4235,efik1245,Efik,efi,Africa,4.89379,8.38121
4237,efut1242,Efutop,ofu,Africa,5.92431,8.35425
4239,egaa1242,Ega,ega,Africa,5.56081,-5.41732
4247,eggo1239,Eggon,ego,Africa,8.71442,8.45686
4250,egyp1246,Egyptian (Ancient),egy,Africa,28.381735,30.834959
4251,egyp1253,Egyptian Arabic,arz,Africa,31.0,31.0
4252,egyp1238,Egypt Sign Language,esl,Africa,29.567,29.654
4254,ehue1238,Ehueun,ehu,Africa,7.450998,5.858846
4255,eipo1242,Eipomek,eip,Papunesia,-4.33691,140.045
4256,eiti1240,Eitiep,eit,Papunesia,-3.51561,142.555
4257,ejag1239,Ejagham,etu,Africa,5.54442,8.90959
4258,ejam1238,Ejamat,eja,Africa,12.3355,-16.515
4263,ekaj1238,Ekajuk,eka,Africa,6.45731,8.55058
4265,ekar1243,Ekari,ekg,Papunesia,-3.88974,136.018
4268,ekii1241,Eki,eki,Africa,5.1503,8.13613
4270,ekit1246,Ekit,eke,Africa,4.7645,7.89222
4282,ekpe1253,Ekpeye,ekp,Africa,5.06715,6.53362
4285,elal1235,El Alto Zapotec,zpp,North America,16.8742,-96.9987
4286,elam1244,Elamite,elx,Eurasia,31.1833,48.2333
4291,elem1253,Eleme,elm,Africa,4.72964,7.267
4292,elep1240,Elepi,ele,Papunesia,-3.7505,143.93
4294,elhu1238,El Hugeirat,elh,Africa,11.948,28.5901
4298,elip1238,Elip,ekm,Africa,4.45694,11.193
4299,elke1240,Elkei,elk,Papunesia,-3.45544,142.093
4300,elmo1238,El Molo,elo,Africa,2.79312,36.7619
4301,elna1235,El Nayar Cora,crn,North America,22.4099,-104.467
4302,elot1235,Elotepec Zapotec,zte,North America,16.8693,-97.1912
4304,eloy1241,Eloyi,afo,Africa,8.24696,7.97061
4305,elpa1240,Elpaputih,elp,Papunesia,-3.078,128.263
4306,else1239,Elseng,mrf,Papunesia,-3.00176,140.418
4308,eluu1241,Elu,elu,Papunesia,-1.99841,147.101
4313,emab1235,E'ma Buyang,yzg,Eurasia,23.0105,104.449
4314,emae1237,Emae,mmw,Papunesia,-17.052,168.399
4316,emai1241,Emai-Iuleha-Ora,ema,Africa,7.09089,5.84494
4317,eman1238,Eman,emn,Africa,6.22923,9.70562
4319,emba1238,Embaloh,emb,Papunesia,1.3156,112.63
4320,embe1259,Emberá-Baudó,bdc,South America,5.2824,-76.32548
4321,embe1260,Emberá-Catío,cto,South America,7.52721,-76.7476
4322,embe1262,Emberá-Chamí,cmi,South America,4.8791,-76.0749
4323,embe1261,Emberá-Tadó,tdc,South America,5.23658,-77.1533
4324,embu1241,Embu,ebu,Africa,-0.62822,37.5933
4326,emer1243,Emerillon,eme,South America,3.23694,-52.3699
4328,emil1241,Emiliano,egl,Eurasia,44.3536,11.5794
4330,emok1238,Emok,emo,South America,-24.9202,-57.8892
4335,empl1237,Emplawas,emw,Papunesia,-8.03209,129.721
4337,emum1240,Emumu,enr,Papunesia,-3.74242,140.903
4340,ennn1243,En,enc,Eurasia,22.8386,106.167
4343,enaw1238,Enawené-Nawé,unk,South America,-12.4302,-58.9802
4345,ende1246,Ende,end,Papunesia,-8.70998,121.555
4352,enga1252,Enga,enq,Papunesia,-5.45619,143.685
4354,enge1239,Engenni,enn,Africa,5.11931,6.37339
4355,engg1245,Enggano,eno,Papunesia,-5.38846,102.245
4357,stan1293,English,eng,Eurasia,53.0,-1.0
4366,enre1239,Enrekang,ptt,Papunesia,-3.53848,119.66
4368,enuu1235,Enu,enu,Eurasia,22.95,101.85
4371,enwa1245,Enwan (Akwa Ibom State),enw,Africa,4.68739,8.20974
4372,enwa1246,Enwan (Edu State),env,Africa,7.15316,6.07393
4373,enya1247,Enya,gey,Africa,-4.67337,26.7496
4377,epen1239,Epena,sja,South America,4.25877,-77.3566
4378,epie1238,Epie,epi,Africa,5.00894,6.3146
4384,erav1244,Erave,kjy,Papunesia,-6.55011,143.918
4387,eree1241,Ere,twp,Papunesia,-2.15569,147.083
4396,erit1239,Eritai,ert,Papunesia,-2.71182,138.053
